Source,Target,Weight,Database,QueryCoverage,EValue,SeqIdentity,AlnLength
ELP3,"AF-A0A804LCL0-F1-model_v6 Radical S-adenosyl methionine domain-containing protein 1, mitochondrial",1.0,afdb-swissprot,0.4936014625228519,2.253e-05,0.175,291
ELP3,AF-P43899-F1-model_v6 Heme chaperone HemW,1.0,afdb-swissprot,0.8354661791590493,3.067e-07,0.147,482
ELP3,AF-K0F0G8-F1-model_v6 Radical SAM family protein,1.0,afdb-swissprot,0.489945155393053,3.83e-05,0.14,291
ELP3,AF-P0A1E1-F1-model_v6 Oxygen-independent coproporphyrinogen III oxidase,1.0,afdb-swissprot,0.5703839122486288,1.257e-05,0.161,316
ELP3,"AF-Q54VE8-F1-model_v6 Radical S-adenosyl methionine domain-containing protein 1, mitochondrial",1.0,afdb-swissprot,0.7312614259597806,1.862e-06,0.13,436
ELP3,AF-Q59015-F1-model_v6 Uncharacterized protein MJ1620,1.0,afdb-swissprot,0.5027422303473492,1.474e-05,0.128,295
ELP3,AF-Q58692-F1-model_v6 Biotin synthase,1.0,afdb-swissprot,0.6398537477148081,9.643e-06,0.14300000000000002,369
ELP3,AF-Q8ZM44-F1-model_v6 Heme chaperone HemW,1.0,afdb-swissprot,0.6709323583180987,5.673e-06,0.152,380
ELP3,AF-Q8ZKU3-F1-model_v6 Coproporphyrinogen III oxidase and related FeS oxidoreductase,1.0,afdb-swissprot,0.5740402193784278,5.673e-06,0.13699999999999998,370
ELP3,AF-O32962-F1-model_v6 Lipoyl synthase,1.0,afdb-swissprot,0.44972577696526506,5.266e-05,0.095,252
ELP3,AF-P52062-F1-model_v6 Heme chaperone HemW,1.0,afdb-swissprot,0.6709323583180987,1.474e-05,0.158,386
ELP3,AF-Q9I6A9-F1-model_v6 Heme chaperone HemW,1.0,afdb-swissprot,0.6782449725776966,8.672e-06,0.165,380
ELP3,AF-P32131-F1-model_v6 Oxygen-independent coproporphyrinogen III oxidase,1.0,afdb-swissprot,0.5868372943327239,2.506e-05,0.158,334
ELP3,AF-Q32A38-F1-model_v6 Coproporphyrinogen-III oxidase,1.0,afdb-swissprot,0.5868372943327239,5.553e-05,0.153,333
ELP3,AF-Q0PBE7-F1-model_v6 Oxygen-independent coproporphyrinogen III oxidase,1.0,afdb-swissprot,0.49177330895795246,0.0001368,0.149,275
ERBB4,Q64895_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.4258409785932722,4.647e-61,0.602,561
ERBB4,Q86712_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.5122324159021406,1.775e-60,0.537,686
ERBB4,P00544_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.22935779816513763,3.953e-24,0.349,312
ERBB4,P23049_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.2790519877675841,2.023e-24,0.292,390
ERBB4,A0A140IPJ1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.20718654434250763,2.436e-19,0.3,280
ERBB4,A0A1D6Y713_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.22782874617737003,4.078e-19,0.265,301
ERBB4,A0A7S9XH30_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.21788990825688073,2.837e-16,0.19899999999999998,311
ERBB4,V5L5T2_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.26146788990825687,1.64e-18,0.257,354
ERBB4,A0A1C9C556_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.2622324159021407,3.258e-17,0.215,362
ERBB4,A0A481ZAI4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21253822629969418,2.117e-15,0.17300000000000001,282
ERBB4,A0A0K1R1R2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21330275229357798,1.723e-15,0.21100000000000002,322
ERBB4,L7RGM4_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.20642201834862386,1.814e-15,0.19399999999999998,304
ERBB4,A0A0M3SGV8_2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.32262996941896027,6.703e-17,0.209,467
ERBB4,A0A1V0SGY7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.2018348623853211,3.604e-14,0.217,271
ERBB4,A0A5K0U7L0_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.19648318042813456,9.113e-14,0.193,264
ERBB4,A0A481Z817_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.30045871559633025,3.545e-15,0.18,398
ERBB4,A0A481Z8Q4_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.26299694189602446,5.085e-15,0.217,359
ERBB4,A0A481Z340_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.2607033639143731,2.117e-15,0.153,410
ERBB4,A0A481Z8B2_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.28211009174311924,4.357e-15,0.179,395
ERBB4,A0A1V0SKK4_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.23470948012232415,2.045e-14,0.18,343
ERBB4,A0A0B5J6A8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.22782874617737003,7.938e-13,0.24100000000000002,319
ERBB4,A0A481YX59_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.20565749235474007,7.16e-13,0.17800000000000002,292
ERBB4,A0A2I2L647_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.23470948012232415,2.079e-13,0.18899999999999997,316
ERBB4,A0A6G6XPW5_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.19801223241590213,2.734e-12,0.171,269
ERBB4,A0A3G5AJP1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.2301223241590214,2.189e-13,0.19,315
ERBB4,L7RCF3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.24388379204892965,4.91e-14,0.171,362
ERBB4,A0A3G4ZSG5_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.19801223241590213,1.633e-12,0.185,296
ERBB4,A0A3G5ALC0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.31880733944954126,3.733e-15,0.17300000000000001,445
ERBB4,A0A5B8IPJ5_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.2408256880733945,1.974e-13,0.154,363
ERBB4,A0A068QKJ7_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.20412844036697247,1.139e-12,0.17,299
ERBB4,A0A481Z515_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.23394495412844038,1.242e-13,0.212,362
ERBB4,A0A481Z6G5_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.20030581039755352,6.914e-12,0.18,272
ERBB4,A0A0M3MX67_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21865443425076453,2.426e-13,0.16,337
ERBB4,A0A481Z707_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.20107033639143732,2.467e-12,0.196,301
ERBB4,A0A6N1NH26_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.2782874617737003,4.587e-15,0.182,434
ERBB4,A0A1B1IUU3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.22782874617737003,4.062e-13,0.191,314
ERBB4,A0A8F8KNY5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.21712538226299694,1.811e-12,0.179,345
ERBB4,M1I3B6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21712538226299694,2.879e-12,0.191,298
ERBB4,A0A2H4G790_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.21712538226299694,8.221e-14,0.18100000000000002,336
ERBB4,A0A2P0VNJ1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.25,2.426e-13,0.18600000000000003,343
ERBB4,A0A1V0SH95_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.25688073394495414,1.354e-14,0.191,387
ERBB4,G9I0D6_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.20030581039755352,6.801e-13,0.179,273
ERBB4,A0A5J6VLI9_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.19648318042813456,2.113e-12,0.175,274
ERBB4,A0A481Z165_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.27446483180428133,8.086e-15,0.191,382
ERBB4,M1HTI1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.21788990825688073,5.827e-13,0.159,314
ERBB4,A0A3G5AKB3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.26605504587155965,1.307e-13,0.16699999999999998,376
ERBB4,A0A1D6Y7F2_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.14984709480122324,3.988e-11,0.315,203
ERBB4,A0A481ZA16_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.19801223241590213,7.665e-12,0.188,276
ERBB4,M1HMU5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21330275229357798,2.225e-12,0.163,299
ERBB4,A0A3T1CWU4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.20030581039755352,6.914e-12,0.182,328
ERBB4,D2XAK1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21559633027522937,1.633e-12,0.205,316
ERBB4,A0A481Z0Q6_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.29128440366972475,5.731e-14,0.177,423
ERBB4,A0A3G4ZRU6_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.26146788990825687,7.416e-14,0.17800000000000002,380
ERBB4,A0A167RIC2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.2217125382262997,4.348e-12,0.17300000000000001,311
ERBB4,A0A346RNM2_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.19571865443425077,1.044e-11,0.192,265
ERBB4,A0A3G5AEB3_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.2400611620795107,5.827e-13,0.183,338
ERBB4,A0A3G4ZNQ8_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.20030581039755352,1.66e-11,0.16399999999999998,298
ERBB4,A0A2I2L4W4_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.20030581039755352,2.148e-11,0.159,294
ERBB4,A0A481YW31_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21024464831804282,1.099e-11,0.175,285
ERBB4,A0A5P9JTS0_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.2324159021406728,1.811e-12,0.135,361
ERBB4,A0A2U7U9Y4_2_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.25535168195718655,4.992e-13,0.19699999999999998,401
ERBB4,A0A1S5V0T1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.20412844036697247,1.748e-11,0.168,279
ERBB4,A0A0G2YB01_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.3211009174311927,5.443e-14,0.196,459
ERBB4,A0A5J6VIS1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.19724770642201836,1.938e-11,0.18899999999999997,291
ERBB4,A0A5B8IQA9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.20107033639143732,6.914e-12,0.168,327
ERBB4,A0A1V0SBS0_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.1918960244648318,2.382e-11,0.157,266
ERBB4,A0A5B9QZX4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.268348623853211,2.079e-13,0.171,425
ERBB4,A0A5J6VHC8_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.21636085626911314,9.918e-12,0.182,318
ERBB4,A0A481YSV9_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.19801223241590213,8.07e-12,0.207,279
ERBB4,A0A5K0UB58_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.39984709480122327,3.037e-15,0.163,580
ERBB4,A7RBE0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.21406727828746178,3.787e-11,0.17300000000000001,299
ERBB4,A0A3G4ZU83_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.21712538226299694,2.113e-12,0.155,303
ERBB4,A0A481YZL9_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.13761467889908258,6.123e-10,0.235,195
ERBB4,A0A3G5AJV5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.23394495412844038,8.07e-12,0.152,354
ERBB4,A0A3G5ABP5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.2515290519877676,9.918e-12,0.19,362
ERBB4,A0A146JFZ0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.19418960244648317,3.245e-11,0.168,261
ERBB4,A0A481YYP4_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.21865443425076453,7.28e-12,0.174,326
ERBB4,D2XAJ7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.2117737003058104,2.78e-11,0.171,286
ERBB4,A0A5J6VJ12_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.19877675840978593,1.523e-10,0.157,266
ERBB4,A0A3G5AK86_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.21788990825688073,7.28e-12,0.179,328
ERBB4,A0A2I2L2Y8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.22859327217125383,6.237e-12,0.13699999999999998,356
ERBB4,A0A481ZE81_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.21024464831804282,1.008e-10,0.191,287
ERBB4,A0A1V0SE45_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.2423547400611621,3.192e-12,0.166,360
ERBB4,A0A916P1A5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.2018348623853211,5.815e-10,0.16399999999999998,285
ERBB4,H2EBN1_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.20642201834862386,1.239e-10,0.16699999999999998,275
ERBB4,A0A3G4ZM19_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.44495412844036697,4.83e-15,0.154,634
ERBB4,H6TAC5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.20795107033639143,1.871e-10,0.158,291
ERBB4,A0A3G5AJJ4_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.36926605504587157,4.503e-13,0.157,514
ERBB4,A0A4D5XF78_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000,1.0,afdb-swissprot,0.21941896024464833,6.341e-11,0.18100000000000002,303
ERBB4,A0A2H4UTV9_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000,1.0,afdb-swissprot,0.2790519877675841,1.633e-12,0.145,433
ERBB4,W6JIK0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.19877675840978593,4.732e-10,0.16699999999999998,287
ERBB4,A0A3G5A3Y9_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.24541284403669725,2.382e-11,0.171,344
ERBB4,A0A8F8X646_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.22324159021406728,5.16e-11,0.153,332
ERBB4,A0A481Z6Z1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000,1.0,afdb-swissprot,0.19418960244648317,1.326e-09,0.175,273
ERBB4,A0A1V0SF08_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.17813455657492355,2.003e-09,0.129,263
ERBB4,E2IUH5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.2591743119266055,4.9e-11,0.139,431
ERBB4,A0A8F8KTY0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.26452599388379205,1.577e-11,0.161,421
ERBB4,A0A481Z8T8_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000,1.0,afdb-swissprot,0.20336391437308868,1.239e-10,0.174,338
ERBB4,A0A2R8FDK7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.19724770642201836,6.446e-10,0.217,294
ERBB4,A0A481Z7K5_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000,1.0,afdb-swissprot,0.22247706422018348,7.029e-11,0.172,360
FGGY,AF-Q96C11-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,1.0,0.0,1.0,551
FGGY,AF-Q96C11-3-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,1.0,0.0,0.956,575
FGGY,AF-A2AJL3-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,1.0,0.0,0.9109999999999999,551
FGGY,AF-F1LSP9-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9963702359346642,0.0,0.912,549
FGGY,AF-Q6NUW9-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9872958257713249,2.167e-86,0.625,545
FGGY,AF-Q96C11-4-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.7967332123411979,6.224e-81,1.0,439
FGGY,AF-K7LWW1-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9945553539019963,1.291e-73,0.47100000000000003,571
FGGY,AF-F4JQ90-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9945553539019963,1.519e-73,0.46799999999999997,576
FGGY,AF-A0A804M9N1-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9945553539019963,1.992e-73,0.486,573
FGGY,AF-Q9VZJ8-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,1.0,1.787e-73,0.484,557
FGGY,AF-I1MST3-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9945553539019963,1.256e-72,0.474,571
FGGY,AF-Q96C11-5-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,1.0,1.79e-79,0.836,551
FGGY,AF-A0A0H3GQT2-F1-model_v6 Ribitol kinase,1.0,afdb-swissprot,0.9673321234119783,2.215e-65,0.42100000000000004,538
FGGY,AF-A0A0D2HMF6-F1-model_v6 FGGY-family pentulose kinase,1.0,afdb-swissprot,0.9927404718693285,2.605e-63,0.408,585
FGGY,AF-C0NYT4-F1-model_v6 Ribitol kinase,1.0,afdb-swissprot,0.9945553539019963,4.728e-63,0.392,583
FGGY,AF-A0A1C1CT98-F1-model_v6 Putative sugar kinase,1.0,afdb-swissprot,0.9963702359346642,5.562e-63,0.395,594
FGGY,AF-A2AJL3-2-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.6497277676950998,1.475e-62,0.905,358
FGGY,AF-C1GSI6-F1-model_v6 FGGY-family carbohydrate kinase,1.0,afdb-swissprot,0.9963702359346642,2.535e-62,0.395,584
FGGY,AF-U7PWQ7-F1-model_v6 FGGY-family pentulose kinase,1.0,afdb-swissprot,0.9963702359346642,1.782e-61,0.39,589
FGGY,AF-Q04585-F1-model_v6 D-ribulokinase YDR109C,1.0,afdb-swissprot,0.9963702359346642,3.603e-59,0.331,687
FGGY,AF-Q5AF71-F1-model_v6 Phosphotransferase,1.0,afdb-swissprot,0.9891107078039928,2.899e-57,0.315,716
FGGY,AF-A0A175VYD3-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.9056261343012704,1.432e-51,0.395,541
FGGY,AF-Q96C11-6-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.455535390199637,5.684e-40,1.0,251
FGGY,AF-A0A0N7KET0-F1-model_v6 Os02g0177900 protein (Fragment),1.0,afdb-swissprot,0.6352087114337568,6.167e-41,0.502,360
FGGY,AF-Q96C11-2-F1-model_v6 FGGY carbohydrate kinase domain-containing protein,1.0,afdb-swissprot,0.44464609800362975,1.68e-39,1.0,245
FGGY,AF-Q2G0M6-F1-model_v6 Ribulokinase,1.0,afdb-swissprot,0.9582577132486388,2.522e-40,0.24100000000000002,551
FGGY,"AF-Q4DBR1-F1-model_v6 L-ribulokinase, putative",1.0,afdb-swissprot,0.9909255898366606,1.003e-36,0.247,594
FGGY,AF-A4ICY2-F1-model_v6 Putative L-ribulokinase,1.0,afdb-swissprot,0.985480943738657,2.323e-35,0.247,587
FGGY,AF-Q9I1D5-F1-model_v6 Xylulose kinase,1.0,afdb-swissprot,0.9727767695099818,7.86e-36,0.21,556
FGGY,AF-A0A0H3GJ58-F1-model_v6 Ribulokinase,1.0,afdb-swissprot,0.9836660617059891,4.215e-35,0.235,590
FGGY,AF-A0A0H3GSC2-F1-model_v6 L-xylulose kinase,1.0,afdb-swissprot,0.985480943738657,1.589e-33,0.214,555
FGGY,AF-P06188-F1-model_v6 Ribulokinase,1.0,afdb-swissprot,0.9709618874773139,9.243e-34,0.223,578
FGGY,AF-P08204-F1-model_v6 Ribulokinase,1.0,afdb-swissprot,0.9709618874773139,8.998e-35,0.22699999999999998,585
FGGY,AF-A0A0H3GQS7-F1-model_v6 Xylulose kinase,1.0,afdb-swissprot,0.9709618874773139,4.33e-34,0.193,543
FGGY,AF-Q32K30-F1-model_v6 Ribulokinase,1.0,afdb-swissprot,0.9709618874773139,2.587e-33,0.22399999999999998,579
FGGY,AF-A0A0H3GPV2-F1-model_v6 Pentose kinase,1.0,afdb-swissprot,0.9836660617059891,4.213e-33,0.18899999999999997,553
FGGY,AF-K0EV68-F1-model_v6 Carbohydrate kinase,1.0,afdb-swissprot,0.9836660617059891,7.439e-32,0.22,550
FGGY,AF-Q8ZL78-F1-model_v6 Cryptic L-xylulose kinase,1.0,afdb-swissprot,0.9800362976406534,1.058e-32,0.215,553
FGGY,AF-P44401-F1-model_v6 Xylulose kinase,1.0,afdb-swissprot,0.9618874773139746,2.083e-33,0.19,552
FGGY,AF-Q2G205-F1-model_v6 Gluconate kinase,1.0,afdb-swissprot,0.9782214156079855,2.806e-32,0.182,549
FGGY,AF-P77432-F1-model_v6 Autoinducer-2 kinase,1.0,afdb-swissprot,0.9981851179673321,5.674e-32,0.18600000000000003,568
FGGY,AF-A0A0H3GUN4-F1-model_v6 Xylulose kinase,1.0,afdb-swissprot,0.9655172413793104,7.853e-32,0.19699999999999998,538
FGGY,AF-Q8ZKQ6-F1-model_v6 Autoinducer-2 kinase,1.0,afdb-swissprot,0.9909255898366606,6.675e-32,0.19399999999999998,565
FGGY,AF-P37677-F1-model_v6 L-xylulose/3-keto-L-gulonate kinase,1.0,afdb-swissprot,0.9800362976406534,3.779e-31,0.21,556
FGGY,AF-Q8ZL91-F1-model_v6 Xylulose kinase,1.0,afdb-swissprot,0.9600725952813067,6.153e-31,0.2,535
FGGY,AF-Q2FYZ5-F1-model_v6 Glycerol kinase,1.0,afdb-swissprot,0.9655172413793104,2.45e-31,0.198,553
FGGY,AF-A0A0H3GTJ4-F1-model_v6 Autoinducer-2 kinase,1.0,afdb-swissprot,0.9727767695099818,3.579e-31,0.184,557
FGGY,AF-K0F7F3-F1-model_v6 Carbohydrate kinase FGGY,1.0,afdb-swissprot,0.9745916515426497,8.516e-31,0.18600000000000003,546
FGGY,AF-P53583-F1-model_v6 Protein MPA43,1.0,afdb-swissprot,0.9872958257713249,5.091e-32,0.22,595
FGGY,AF-P44991-F1-model_v6 Probable L-xylulose kinase,1.0,afdb-swissprot,0.9836660617059891,1.058e-30,0.20199999999999999,557
FGGY,AF-A0A0H3GPV1-F1-model_v6 Carbohydrate kinase,1.0,afdb-swissprot,0.9836660617059891,3.677e-30,0.19399999999999998,554
FGGY,AF-P63743-F1-model_v6 Glycerol kinase,1.0,afdb-swissprot,0.9872958257713249,1.058e-30,0.185,565
FGGY,AF-K0EJ48-F1-model_v6 Glycerol kinase,1.0,afdb-swissprot,0.9673321234119783,3.677e-30,0.207,559
FGGY,AF-P09099-F1-model_v6 Xylulose kinase,1.0,afdb-swissprot,0.9600725952813067,4.821e-30,0.201,536
FGGY,AF-A4ICW1-F1-model_v6 glycerol kinase,1.0,afdb-swissprot,0.9800362976406534,1.818e-30,0.19399999999999998,550
FGGY,AF-K0ETS2-F1-model_v6 Glycerol kinase,1.0,afdb-swissprot,0.9637023593466425,2.96e-30,0.184,554
FGGY,AF-A0A077ZII3-F1-model_v6 glycerol kinase,1.0,afdb-swissprot,0.9655172413793104,3.881e-30,0.18899999999999997,555
FGGY,AF-Q9HY41-F1-model_v6 Glycerol kinase 1,1.0,afdb-swissprot,0.9637023593466425,7.849e-30,0.188,553
FGGY,AF-A0A8I6AQ25-F1-model_v6 glycerol kinase,1.0,afdb-swissprot,0.9800362976406534,4.097e-30,0.201,571
FGGY,AF-P9WPK1-F1-model_v6 Glycerol kinase,1.0,afdb-swissprot,0.9800362976406534,2.881e-29,0.18,572
FGGY,AF-A0AAF5CSW8-F1-model_v6 Probable glycerol kinase,1.0,afdb-swissprot,0.9727767695099818,3.21e-29,0.196,565
FGGY,AF-D3Z8F7-F1-model_v6 glycerol kinase,1.0,afdb-swissprot,0.9800362976406534,1.769e-29,0.184,575
